event_name     event_lat  event_lon  station     station_lat  station_lon  DT/T    
C060204B       -32.7800  181.1400  IU.LVC      -22.6130  291.0890   -0.1386
C060204B       -32.7800  181.1400  IU.RAR      -21.2120  200.2270    0.1885
C060204B       -32.7800  181.1400  IU.RAR      -21.2120  200.2270   -0.1552
C060204B       -32.7800  181.1400  IU.TEIG      20.2260  271.7240   -0.0300
C060204B       -32.7800  181.1400  IU.TRQA     -38.0570  298.0210   -0.1627
C060204B       -32.7800  181.1400  IU.TRQA     -38.0570  298.0210    0.1059
C060204B       -32.7800  181.1400  IU.TRQA     -38.0570  298.0210   -0.2365
C060204B       -32.7800  181.1400  NR.NE75      27.2930  247.1440    0.2360
C060204B       -32.7800  181.1400  NR.NE76      26.8890  248.0010    0.2218
C060204B       -32.7800  181.1400  NR.NE80      30.5000  247.6800    0.1507
C060204B       -32.7800  181.1400  ZI.HIV       -9.7650  220.9930   -0.0398
C060798C       15.9600  266.0100  G.KIP        21.4200  201.9890   -0.5243
C060798C       15.9600  266.0100  GT.PLCA     -40.7330  289.4490   -0.4063
C060798C       15.9600  266.0100  GT.PLCA     -40.7330  289.4490   -0.3038
C060798C       15.9600  266.0100  IU.KIP       21.4200  201.9890   -0.5136
C060798C       15.9600  266.0100  IU.RAR      -21.2120  200.2270   -0.0940
C061599F       18.4400  262.6200  G.PEL       -33.1440  289.3250   -0.2156
C061599F       18.4400  262.6200  G.PEL       -33.1440  289.3250   -0.5003
C061599F       18.4400  262.6200  G.PEL       -33.1440  289.3250   -0.1066
